temperature_c,pressure_bar,vibration_hz,timestamp,quality_status,batch_id
55.93,116.93,50.49,2025-01-08 19:15:00,Approved,BATCH-8879
60.77,146.33,55.52,2025-01-08 19:30:00,Approved,BATCH-9862
56.48,143.6,48.72,2025-01-08 19:45:00,Approved,BATCH-8289
60.24,113.01,48.82,2025-01-08 20:00:00,Approved,BATCH-6324
80.54,117.74,47.97,2025-01-08 20:15:00,Approved,BATCH-7502
60.51,118.89,47.33,2025-01-08 20:30:00,Approved,BATCH-7711
96.32,113.23,51.47,2025-01-08 20:45:00,Defective (Heat Damage),BATCH-8602
74.93,122.93,42.51,2025-01-08 21:00:00,Approved,BATCH-5027
71.85,108.63,56.4,2025-01-08 21:15:00,Approved,BATCH-2183
61.42,103.04,46.67,2025-01-08 21:30:00,Approved,BATCH-8927
77.0,129.34,53.61,2025-01-08 21:45:00,Approved,BATCH-9005
64.24,129.44,43.65,2025-01-08 22:00:00,Approved,BATCH-8535
71.22,107.94,53.34,2025-01-08 22:15:00,Approved,BATCH-1389
95.6,133.43,53.36,2025-01-08 22:30:00,Defective (Heat Damage),BATCH-9083
69.04,110.53,51.92,2025-01-08 22:45:00,Approved,BATCH-1962
81.49,123.8,45.03,2025-01-08 23:00:00,Approved,BATCH-9506
62.97,132.31,51.25,2025-01-08 23:15:00,Approved,BATCH-4092
69.65,119.5,44.08,2025-01-08 23:30:00,Approved,BATCH-4852
87.71,126.82,48.74,2025-01-08 23:45:00,Approved,BATCH-6005
63.73,112.25,55.15,2025-01-09 00:00:00,Approved,BATCH-9961
88.12,117.05,53.98,2025-01-09 00:15:00,Approved,BATCH-4953
77.08,116.91,50.08,2025-01-09 00:30:00,Approved,BATCH-2348
64.38,108.8,45.13,2025-01-09 00:45:00,Approved,BATCH-4776
76.32,117.35,53.23,2025-01-09 01:00:00,Approved,BATCH-9959
79.73,96.77,50.1,2025-01-09 01:15:00,Approved,BATCH-4062
76.22,112.63,38.4,2025-01-09 01:30:00,Approved,BATCH-4636
54.3,115.73,53.91,2025-01-09 01:45:00,Approved,BATCH-3825
62.73,116.16,49.88,2025-01-09 02:00:00,Approved,BATCH-1061
67.52,116.38,56.01,2025-01-09 02:15:00,Approved,BATCH-6793
69.26,119.07,44.52,2025-01-09 02:30:00,Approved,BATCH-4042
76.21,127.19,34.12,2025-01-09 02:45:00,Approved,BATCH-3219
71.78,133.12,51.4,2025-01-09 03:00:00,Approved,BATCH-2094
56.65,110.25,51.46,2025-01-09 03:15:00,Approved,BATCH-7690
73.8,101.95,41.55,2025-01-09 03:30:00,Approved,BATCH-8772
76.11,104.37,45.11,2025-01-09 03:45:00,Approved,BATCH-6287
75.6,112.69,63.78,2025-01-09 04:00:00,Approved,BATCH-6166
80.81,114.72,48.47,2025-01-09 04:15:00,Approved,BATCH-6590
78.34,108.45,53.65,2025-01-09 04:30:00,Approved,BATCH-8947
74.59,100.56,46.75,2025-01-09 04:45:00,Approved,BATCH-5427
69.3,113.16,39.55,2025-01-09 05:00:00,Approved,BATCH-9946
53.39,122.72,49.15,2025-01-09 05:15:00,Approved,BATCH-1716
74.3,128.93,48.67,2025-01-09 05:30:00,Approved,BATCH-9249
72.08,111.64,48.0,2025-01-09 05:45:00,Approved,BATCH-3216
72.72,113.81,49.43,2025-01-09 06:00:00,Approved,BATCH-9918
57.23,106.1,51.32,2025-01-09 06:15:00,Approved,BATCH-4242
59.19,119.53,49.25,2025-01-09 06:30:00,Approved,BATCH-5971
80.53,107.27,43.68,2025-01-09 06:45:00,Approved,BATCH-7674
69.6,128.6,52.43,2025-01-09 07:00:00,Approved,BATCH-5019
76.82,93.21,40.25,2025-01-09 07:15:00,Approved,BATCH-9482
70.28,114.61,39.75,2025-01-09 07:30:00,Approved,BATCH-7430
70.3,124.52,53.7,2025-01-09 07:45:00,Approved,BATCH-4180
79.38,122.76,52.54,2025-01-09 08:00:00,Approved,BATCH-9588
64.84,160.4,49.71,2025-01-09 08:15:00,Approved,BATCH-7859
70.96,125.25,43.02,2025-01-09 08:30:00,Approved,BATCH-7646
65.38,104.94,46.46,2025-01-09 08:45:00,Approved,BATCH-2581
65.66,118.57,48.69,2025-01-09 09:00:00,Approved,BATCH-4439
66.91,93.36,42.02,2025-01-09 09:15:00,Approved,BATCH-2434
72.22,118.79,46.3,2025-01-09 09:30:00,Approved,BATCH-8905
65.21,107.5,53.26,2025-01-09 09:45:00,Approved,BATCH-1952
82.56,133.73,57.14,2025-01-09 10:00:00,Approved,BATCH-5348
61.05,111.76,47.9,2025-01-09 10:15:00,Approved,BATCH-4664
68.13,118.25,53.78,2025-01-09 10:30:00,Approved,BATCH-1788
65.6,110.47,40.43,2025-01-09 10:45:00,Approved,BATCH-8015
84.47,146.08,53.3,2025-01-09 11:00:00,Approved,BATCH-7899
71.97,115.18,45.98,2025-01-09 11:15:00,Approved,BATCH-2354
80.32,147.49,51.54,2025-01-09 11:30:00,Approved,BATCH-8757
55.14,132.21,48.76,2025-01-09 11:45:00,Approved,BATCH-9080
72.67,127.23,56.6,2025-01-09 12:00:00,Approved,BATCH-9878
78.9,125.53,45.63,2025-01-09 12:15:00,Approved,BATCH-5343
70.82,125.91,53.14,2025-01-09 12:30:00,Approved,BATCH-3236
80.65,91.08,48.6,2025-01-09 12:45:00,Approved,BATCH-5618
64.83,115.82,49.21,2025-01-09 13:00:00,Approved,BATCH-9970
84.09,132.68,49.08,2025-01-09 13:15:00,Approved,BATCH-4987
92.99,119.27,45.77,2025-01-09 13:30:00,Approved,BATCH-5424
66.37,98.92,49.93,2025-01-09 13:45:00,Approved,BATCH-3649
65.54,119.21,49.69,2025-01-09 14:00:00,Approved,BATCH-5552
84.53,145.56,51.21,2025-01-09 14:15:00,Approved,BATCH-6603
85.8,138.7,50.42,2025-01-09 14:30:00,Approved,BATCH-7145
64.77,119.07,53.99,2025-01-09 14:45:00,Approved,BATCH-9333
65.8,134.27,54.62,2025-01-09 15:00:00,Approved,BATCH-9390
67.18,114.5,44.75,2025-01-09 15:15:00,Approved,BATCH-4587
56.56,94.44,54.34,2025-01-09 15:30:00,Approved,BATCH-3413
60.81,106.13,44.07,2025-01-09 15:45:00,Approved,BATCH-1178
59.96,143.44,52.94,2025-01-09 16:00:00,Approved,BATCH-8076
62.32,115.89,53.1,2025-01-09 16:15:00,Approved,BATCH-7145
69.65,116.35,40.44,2025-01-09 16:30:00,Approved,BATCH-7780
72.34,115.5,50.46,2025-01-09 16:45:00,Approved,BATCH-9571
85.51,148.56,47.66,2025-01-09 17:00:00,Approved,BATCH-6406
60.02,144.39,46.21,2025-01-09 17:15:00,Approved,BATCH-3366
79.84,153.28,56.75,2025-01-09 17:30:00,Approved,BATCH-2203
67.86,117.61,46.73,2025-01-09 17:45:00,Approved,BATCH-9467
69.51,124.43,45.97,2025-01-09 18:00:00,Approved,BATCH-8363
76.75,97.25,50.38,2025-01-09 18:15:00,Approved,BATCH-5959
58.77,142.15,53.43,2025-01-09 18:30:00,Approved,BATCH-1620
73.82,102.48,49.29,2025-01-09 18:45:00,Approved,BATCH-1527
71.66,123.25,55.83,2025-01-09 19:00:00,Approved,BATCH-9302
74.92,103.54,52.65,2025-01-09 19:15:00,Approved,BATCH-6796
72.89,111.17,39.11,2025-01-09 19:30:00,Approved,BATCH-6698
94.55,107.44,47.35,2025-01-09 19:45:00,Approved,BATCH-2664
63.62,110.88,47.19,2025-01-09 20:00:00,Approved,BATCH-1677
64.69,111.91,52.4,2025-01-09 20:15:00,Approved,BATCH-5299
63.77,111.78,36.88,2025-01-09 20:30:00,Approved,BATCH-7051
64.45,132.5,62.75,2025-01-09 20:45:00,Approved,BATCH-5958
63.63,103.43,52.66,2025-01-09 21:00:00,Approved,BATCH-4162
81.89,123.31,50.74,2025-01-09 21:15:00,Approved,BATCH-9944
84.21,138.27,55.91,2025-01-09 21:30:00,Approved,BATCH-2405
64.29,112.3,61.72,2025-01-09 21:45:00,Approved,BATCH-7677
61.68,109.23,54.35,2025-01-09 22:00:00,Approved,BATCH-3100
74.71,116.54,54.74,2025-01-09 22:15:00,Approved,BATCH-4138
64.48,137.7,50.65,2025-01-09 22:30:00,Approved,BATCH-8712
76.33,122.91,49.29,2025-01-09 22:45:00,Approved,BATCH-8117
72.03,112.03,47.62,2025-01-09 23:00:00,Approved,BATCH-8197
54.84,127.26,45.87,2025-01-09 23:15:00,Approved,BATCH-8211
85.48,103.47,46.56,2025-01-09 23:30:00,Approved,BATCH-8139
87.96,130.22,43.25,2025-01-09 23:45:00,Approved,BATCH-1034
63.87,126.13,49.62,2025-01-10 00:00:00,Approved,BATCH-8401
66.12,115.38,41.58,2025-01-10 00:15:00,Approved,BATCH-7194
72.86,107.42,50.95,2025-01-10 00:30:00,Approved,BATCH-9609
73.34,106.7,49.82,2025-01-10 00:45:00,Approved,BATCH-5984
76.59,128.02,50.73,2025-01-10 01:00:00,Approved,BATCH-9618
90.1,138.43,47.39,2025-01-10 01:15:00,Approved,BATCH-3672
68.23,110.44,65.38,2025-01-10 01:30:00,Approved,BATCH-1448
62.02,126.88,56.8,2025-01-10 01:45:00,Approved,BATCH-3725
56.21,88.69,43.78,2025-01-10 02:00:00,Defective (Low Pressure),BATCH-2987
62.69,111.23,51.16,2025-01-10 02:15:00,Approved,BATCH-4249
69.67,119.53,46.96,2025-01-10 02:30:00,Approved,BATCH-3890
87.95,106.35,44.93,2025-01-10 02:45:00,Approved,BATCH-1965
64.82,105.95,43.3,2025-01-10 03:00:00,Approved,BATCH-3730
72.24,109.98,52.16,2025-01-10 03:15:00,Approved,BATCH-5076
69.84,124.38,46.59,2025-01-10 03:30:00,Approved,BATCH-4571
81.88,117.19,54.84,2025-01-10 03:45:00,Approved,BATCH-4473
95.27,86.43,54.97,2025-01-10 04:00:00,Defective (Heat Damage),BATCH-3268
64.69,88.19,56.87,2025-01-10 04:15:00,Defective (Low Pressure),BATCH-6968
65.11,110.9,45.74,2025-01-10 04:30:00,Approved,BATCH-2133
80.44,126.87,52.38,2025-01-10 04:45:00,Approved,BATCH-9207
76.82,78.79,53.16,2025-01-10 05:00:00,Defective (Low Pressure),BATCH-9510
88.47,112.5,47.63,2025-01-10 05:15:00,Approved,BATCH-1871
75.84,112.11,46.14,2025-01-10 05:30:00,Approved,BATCH-7616
66.41,140.83,58.05,2025-01-10 05:45:00,Approved,BATCH-4471
75.91,114.22,51.14,2025-01-10 06:00:00,Approved,BATCH-1220
81.09,125.74,53.18,2025-01-10 06:15:00,Approved,BATCH-5325
78.2,122.12,45.89,2025-01-10 06:30:00,Approved,BATCH-4558
75.07,88.04,43.9,2025-01-10 06:45:00,Defective (Low Pressure),BATCH-4668
80.67,131.52,47.15,2025-01-10 07:00:00,Approved,BATCH-2375
81.69,123.23,49.38,2025-01-10 07:15:00,Approved,BATCH-8187
83.82,127.62,44.68,2025-01-10 07:30:00,Approved,BATCH-4838
76.49,178.89,49.95,2025-01-10 07:45:00,Approved,BATCH-3611
68.33,88.74,41.56,2025-01-10 08:00:00,Defective (Low Pressure),BATCH-5851
71.47,145.87,44.4,2025-01-10 08:15:00,Approved,BATCH-5140
82.07,115.69,53.35,2025-01-10 08:30:00,Approved,BATCH-3308
61.83,124.31,53.02,2025-01-10 08:45:00,Approved,BATCH-5560
73.69,119.32,48.04,2025-01-10 09:00:00,Approved,BATCH-6069
66.07,113.64,44.91,2025-01-10 09:15:00,Approved,BATCH-8709
70.29,111.45,44.86,2025-01-10 09:30:00,Approved,BATCH-4974
82.78,124.94,48.13,2025-01-10 09:45:00,Approved,BATCH-2546
71.91,97.24,53.22,2025-01-10 10:00:00,Approved,BATCH-1012
70.46,131.26,54.64,2025-01-10 10:15:00,Approved,BATCH-8591
56.4,113.76,47.52,2025-01-10 10:30:00,Approved,BATCH-6173
77.46,103.05,44.23,2025-01-10 10:45:00,Approved,BATCH-8750
76.45,113.25,51.34,2025-01-10 11:00:00,Approved,BATCH-5201
91.63,138.86,45.88,2025-01-10 11:15:00,Approved,BATCH-6097
66.92,111.97,47.41,2025-01-10 11:30:00,Approved,BATCH-7239
72.19,125.38,56.63,2025-01-10 11:45:00,Approved,BATCH-3239
72.49,109.04,54.14,2025-01-10 12:00:00,Approved,BATCH-4687
85.77,131.37,50.79,2025-01-10 12:15:00,Approved,BATCH-5694
69.05,130.28,43.64,2025-01-10 12:30:00,Approved,BATCH-1757
72.79,147.73,51.06,2025-01-10 12:45:00,Approved,BATCH-7870
76.08,117.37,55.31,2025-01-10 13:00:00,Approved,BATCH-2967
71.87,130.03,48.12,2025-01-10 13:15:00,Approved,BATCH-7698
65.54,121.47,56.76,2025-01-10 13:30:00,Approved,BATCH-4537
71.94,139.44,56.46,2025-01-10 13:45:00,Approved,BATCH-6961
80.74,109.22,58.32,2025-01-10 14:00:00,Approved,BATCH-5548
59.73,131.18,51.53,2025-01-10 14:15:00,Approved,BATCH-5089
71.33,117.08,52.94,2025-01-10 14:30:00,Approved,BATCH-2646
63.0,119.04,57.07,2025-01-10 14:45:00,Approved,BATCH-5758
81.95,121.38,52.24,2025-01-10 15:00:00,Approved,BATCH-6717
54.77,123.78,47.49,2025-01-10 15:15:00,Approved,BATCH-2347
64.41,118.26,47.76,2025-01-10 15:30:00,Approved,BATCH-2669
73.77,123.22,51.19,2025-01-10 15:45:00,Approved,BATCH-9879
85.66,143.67,43.55,2025-01-10 16:00:00,Approved,BATCH-6827
69.34,134.78,49.28,2025-01-10 16:15:00,Approved,BATCH-4572
64.45,133.04,55.48,2025-01-10 16:30:00,Approved,BATCH-2256
88.81,113.17,39.04,2025-01-10 16:45:00,Approved,BATCH-5314
55.52,106.66,57.67,2025-01-10 17:00:00,Approved,BATCH-6380
48.01,134.33,55.61,2025-01-10 17:15:00,Approved,BATCH-2549
74.4,133.14,47.7,2025-01-10 17:30:00,Approved,BATCH-4965
64.98,142.09,52.72,2025-01-10 17:45:00,Approved,BATCH-8364
59.79,110.94,50.02,2025-01-10 18:00:00,Approved,BATCH-5802
77.08,116.56,56.15,2025-01-10 18:15:00,Approved,BATCH-8417
72.44,95.41,54.91,2025-01-10 18:30:00,Approved,BATCH-6775
64.36,114.11,43.0,2025-01-10 18:45:00,Approved,BATCH-1429
57.2,134.95,52.94,2025-01-10 19:00:00,Approved,BATCH-5526
78.72,113.0,48.97,2025-01-10 19:15:00,Approved,BATCH-5386
76.5,129.61,50.41,2025-01-10 19:30:00,Approved,BATCH-7467
69.01,117.14,46.36,2025-01-10 19:45:00,Approved,BATCH-4596
88.47,124.86,58.74,2025-01-10 20:00:00,Approved,BATCH-7148
59.3,102.78,55.2,2025-01-10 20:15:00,Approved,BATCH-4614
54.74,121.28,46.3,2025-01-10 20:30:00,Approved,BATCH-5689
63.08,75.13,43.33,2025-01-10 20:45:00,Defective (Low Pressure),BATCH-8186
69.54,117.2,48.07,2025-01-10 21:00:00,Approved,BATCH-1441
72.43,95.54,52.17,2025-01-10 21:15:00,Approved,BATCH-2582
67.59,138.09,51.2,2025-01-10 21:30:00,Approved,BATCH-9726
73.52,131.66,56.27,2025-01-10 21:45:00,Approved,BATCH-5636
57.48,127.0,53.95,2025-01-10 22:00:00,Approved,BATCH-8505
84.44,142.82,54.85,2025-01-10 22:15:00,Approved,BATCH-4904
69.18,105.77,51.63,2025-01-10 22:30:00,Approved,BATCH-5666
81.17,146.21,43.05,2025-01-10 22:45:00,Approved,BATCH-6988
73.43,133.98,49.02,2025-01-10 23:00:00,Approved,BATCH-7605
74.57,116.45,55.3,2025-01-10 23:15:00,Approved,BATCH-9139
75.7,137.03,49.74,2025-01-10 23:30:00,Approved,BATCH-3092
74.48,103.41,52.52,2025-01-10 23:45:00,Approved,BATCH-8272
76.43,107.63,48.41,2025-01-11 00:00:00,Approved,BATCH-2537
83.29,110.87,44.85,2025-01-11 00:15:00,Approved,BATCH-2863
71.97,112.07,49.38,2025-01-11 00:30:00,Approved,BATCH-6952
77.09,104.15,51.55,2025-01-11 00:45:00,Approved,BATCH-5142
69.1,138.35,46.72,2025-01-11 01:00:00,Approved,BATCH-7531
84.4,116.12,48.82,2025-01-11 01:15:00,Approved,BATCH-7777
63.24,125.29,45.3,2025-01-11 01:30:00,Approved,BATCH-7319
88.01,111.44,55.6,2025-01-11 01:45:00,Approved,BATCH-5156
69.6,92.69,48.53,2025-01-11 02:00:00,Approved,BATCH-8827
55.69,124.05,57.26,2025-01-11 02:15:00,Approved,BATCH-3941
71.28,91.32,57.64,2025-01-11 02:30:00,Approved,BATCH-4376
63.19,118.97,49.59,2025-01-11 02:45:00,Approved,BATCH-1444
78.41,99.48,44.96,2025-01-11 03:00:00,Approved,BATCH-1885
63.47,149.81,39.57,2025-01-11 03:15:00,Approved,BATCH-7893
65.54,133.67,42.64,2025-01-11 03:30:00,Approved,BATCH-9704
51.1,121.59,43.13,2025-01-11 03:45:00,Approved,BATCH-9343
65.48,138.96,56.89,2025-01-11 04:00:00,Approved,BATCH-9320
45.76,107.31,50.58,2025-01-11 04:15:00,Approved,BATCH-1483
54.16,128.15,51.95,2025-01-11 04:30:00,Approved,BATCH-6964
77.6,123.0,38.9,2025-01-11 04:45:00,Approved,BATCH-2006
77.86,123.96,44.01,2025-01-11 05:00:00,Approved,BATCH-6539
74.25,139.09,54.44,2025-01-11 05:15:00,Approved,BATCH-3420
60.33,130.99,51.43,2025-01-11 05:30:00,Approved,BATCH-9425
69.52,124.33,49.26,2025-01-11 05:45:00,Approved,BATCH-7845
69.96,95.18,52.82,2025-01-11 06:00:00,Approved,BATCH-3024
58.42,105.6,58.18,2025-01-11 06:15:00,Approved,BATCH-9082
85.03,118.16,48.89,2025-01-11 06:30:00,Approved,BATCH-5518
78.77,121.4,50.35,2025-01-11 06:45:00,Approved,BATCH-1764
67.79,103.05,50.96,2025-01-11 07:00:00,Approved,BATCH-6576
70.27,156.18,61.96,2025-01-11 07:15:00,Approved,BATCH-6514
72.08,142.75,39.5,2025-01-11 07:30:00,Approved,BATCH-8095
49.58,129.03,53.42,2025-01-11 07:45:00,Approved,BATCH-4576
67.53,121.08,49.43,2025-01-11 08:00:00,Approved,BATCH-2832
63.18,116.82,52.83,2025-01-11 08:15:00,Approved,BATCH-8191
59.98,105.72,46.71,2025-01-11 08:30:00,Approved,BATCH-3941
67.19,121.16,49.76,2025-01-11 08:45:00,Approved,BATCH-7961
87.98,123.87,53.56,2025-01-11 09:00:00,Approved,BATCH-3514
76.41,101.37,65.56,2025-01-11 09:15:00,Approved,BATCH-1908
64.29,125.01,54.04,2025-01-11 09:30:00,Approved,BATCH-9462
75.73,117.67,45.76,2025-01-11 09:45:00,Approved,BATCH-7476
83.99,91.38,47.88,2025-01-11 10:00:00,Approved,BATCH-6941
79.25,107.09,47.73,2025-01-11 10:15:00,Approved,BATCH-7626
70.6,113.8,41.02,2025-01-11 10:30:00,Approved,BATCH-5365
63.53,148.32,48.35,2025-01-11 10:45:00,Approved,BATCH-7934
76.98,128.35,53.66,2025-01-11 11:00:00,Approved,BATCH-5216
73.93,99.97,43.63,2025-01-11 11:15:00,Approved,BATCH-1421
78.95,127.29,55.24,2025-01-11 11:30:00,Approved,BATCH-1495
76.35,96.79,52.44,2025-01-11 11:45:00,Approved,BATCH-1127
80.5,136.24,46.33,2025-01-11 12:00:00,Approved,BATCH-7507
64.65,112.93,49.29,2025-01-11 12:15:00,Approved,BATCH-7114
83.17,118.6,57.99,2025-01-11 12:30:00,Approved,BATCH-2957
71.98,139.89,53.67,2025-01-11 12:45:00,Approved,BATCH-7066
90.75,100.69,50.04,2025-01-11 13:00:00,Approved,BATCH-3835
63.11,99.04,48.81,2025-01-11 13:15:00,Approved,BATCH-1836
87.36,111.25,50.38,2025-01-11 13:30:00,Approved,BATCH-5486
71.98,135.58,47.44,2025-01-11 13:45:00,Approved,BATCH-9432
63.49,97.21,39.48,2025-01-11 14:00:00,Approved,BATCH-3160
65.16,77.52,60.21,2025-01-11 14:15:00,Defective (Low Pressure),BATCH-4879
66.8,113.23,50.78,2025-01-11 14:30:00,Approved,BATCH-8557
74.24,128.28,51.99,2025-01-11 14:45:00,Approved,BATCH-1159
75.23,138.0,49.71,2025-01-11 15:00:00,Approved,BATCH-3760
64.26,113.05,46.32,2025-01-11 15:15:00,Approved,BATCH-3739
69.76,113.83,49.07,2025-01-11 15:30:00,Approved,BATCH-2552
91.42,137.31,42.0,2025-01-11 15:45:00,Approved,BATCH-9844
87.28,91.95,61.39,2025-01-11 16:00:00,Approved,BATCH-4924
74.36,114.17,43.83,2025-01-11 16:15:00,Approved,BATCH-1141
70.38,122.86,44.84,2025-01-11 16:30:00,Approved,BATCH-5125
71.2,126.74,47.8,2025-01-11 16:45:00,Approved,BATCH-5848
76.14,112.35,56.44,2025-01-11 17:00:00,Approved,BATCH-8657
59.77,120.52,50.07,2025-01-11 17:15:00,Approved,BATCH-3712
67.43,82.68,43.82,2025-01-11 17:30:00,Defective (Low Pressure),BATCH-5575
53.31,110.13,56.27,2025-01-11 17:45:00,Approved,BATCH-6257
73.99,126.8,53.66,2025-01-11 18:00:00,Approved,BATCH-8574
76.47,105.27,52.69,2025-01-11 18:15:00,Approved,BATCH-7612
65.17,120.88,53.58,2025-01-11 18:30:00,Approved,BATCH-9513
85.74,126.7,61.97,2025-01-11 18:45:00,Approved,BATCH-2108
57.74,114.86,60.93,2025-01-11 19:00:00,Approved,BATCH-9492
55.36,122.56,46.57,2025-01-11 19:15:00,Approved,BATCH-2818
72.24,105.56,58.12,2025-01-11 19:30:00,Approved,BATCH-4149
80.47,116.9,51.92,2025-01-11 19:45:00,Approved,BATCH-4034
86.84,129.15,52.5,2025-01-11 20:00:00,Approved,BATCH-4705
65.41,122.35,41.54,2025-01-11 20:15:00,Approved,BATCH-5364
80.79,111.2,49.15,2025-01-11 20:30:00,Approved,BATCH-4318
69.61,123.36,45.94,2025-01-11 20:45:00,Approved,BATCH-6160
68.27,130.72,54.14,2025-01-11 21:00:00,Approved,BATCH-9906
78.84,89.25,55.36,2025-01-11 21:15:00,Defective (Low Pressure),BATCH-5947
76.52,137.39,39.63,2025-01-11 21:30:00,Approved,BATCH-3426
54.24,114.96,49.89,2025-01-11 21:45:00,Approved,BATCH-6510
84.77,126.38,55.61,2025-01-11 22:00:00,Approved,BATCH-5256
83.8,137.96,49.07,2025-01-11 22:15:00,Approved,BATCH-2582
63.74,99.42,53.65,2025-01-11 22:30:00,Approved,BATCH-6134
73.96,109.36,51.76,2025-01-11 22:45:00,Approved,BATCH-8014
74.94,115.67,51.71,2025-01-11 23:00:00,Approved,BATCH-4115
72.61,108.24,48.64,2025-01-11 23:15:00,Approved,BATCH-7412
64.5,146.02,43.92,2025-01-11 23:30:00,Approved,BATCH-7669
63.28,107.15,44.39,2025-01-11 23:45:00,Approved,BATCH-6212
69.74,111.67,53.55,2025-01-12 00:00:00,Approved,BATCH-9457
81.73,123.07,50.1,2025-01-12 00:15:00,Approved,BATCH-8292
75.44,101.97,49.31,2025-01-12 00:30:00,Approved,BATCH-7343
66.29,114.06,47.88,2025-01-12 00:45:00,Approved,BATCH-8974
77.72,124.76,48.47,2025-01-12 01:00:00,Approved,BATCH-5333
41.51,115.01,55.23,2025-01-12 01:15:00,Approved,BATCH-3275
81.49,118.6,48.32,2025-01-12 01:30:00,Approved,BATCH-1792
52.6,112.06,43.29,2025-01-12 01:45:00,Approved,BATCH-7275
66.38,97.28,53.72,2025-01-12 02:00:00,Approved,BATCH-5311
58.8,124.82,48.98,2025-01-12 02:15:00,Approved,BATCH-9554
57.05,146.32,50.16,2025-01-12 02:30:00,Approved,BATCH-2795
81.61,120.28,58.04,2025-01-12 02:45:00,Approved,BATCH-2091
65.32,123.38,49.9,2025-01-12 03:00:00,Approved,BATCH-5012
73.47,130.39,51.45,2025-01-12 03:15:00,Approved,BATCH-4650
69.53,100.96,44.11,2025-01-12 03:30:00,Approved,BATCH-4814
74.77,145.54,48.9,2025-01-12 03:45:00,Approved,BATCH-6432
70.77,123.03,53.05,2025-01-12 04:00:00,Approved,BATCH-5269
57.17,144.48,42.22,2025-01-12 04:15:00,Approved,BATCH-3736
79.96,109.0,51.0,2025-01-12 04:30:00,Approved,BATCH-7178
65.06,147.27,50.5,2025-01-12 04:45:00,Approved,BATCH-1104
54.43,131.63,50.21,2025-01-12 05:00:00,Approved,BATCH-5539
65.72,128.3,55.19,2025-01-12 05:15:00,Approved,BATCH-8233
85.01,123.51,51.67,2025-01-12 05:30:00,Approved,BATCH-4690
78.5,116.27,57.39,2025-01-12 05:45:00,Approved,BATCH-1466
66.51,138.01,45.03,2025-01-12 06:00:00,Approved,BATCH-8792
66.51,122.11,50.68,2025-01-12 06:15:00,Approved,BATCH-1014
66.78,90.49,50.42,2025-01-12 06:30:00,Approved,BATCH-4517
90.77,103.24,44.65,2025-01-12 06:45:00,Approved,BATCH-1863
73.82,117.21,54.78,2025-01-12 07:00:00,Approved,BATCH-4287
74.3,124.65,61.62,2025-01-12 07:15:00,Approved,BATCH-1203
80.3,119.15,49.91,2025-01-12 07:30:00,Approved,BATCH-8509
72.39,138.28,52.53,2025-01-12 07:45:00,Approved,BATCH-9714
67.41,90.73,50.42,2025-01-12 08:00:00,Approved,BATCH-7307
68.04,122.15,46.43,2025-01-12 08:15:00,Approved,BATCH-8817
69.28,92.73,40.9,2025-01-12 08:30:00,Approved,BATCH-7761
69.63,131.4,46.47,2025-01-12 08:45:00,Approved,BATCH-7331
77.28,118.58,43.04,2025-01-12 09:00:00,Approved,BATCH-7235
70.52,126.29,58.52,2025-01-12 09:15:00,Approved,BATCH-5343
77.33,107.04,49.42,2025-01-12 09:30:00,Approved,BATCH-6486
69.19,139.19,48.27,2025-01-12 09:45:00,Approved,BATCH-9125
70.79,135.63,54.45,2025-01-12 10:00:00,Approved,BATCH-4325
50.02,128.75,44.39,2025-01-12 10:15:00,Approved,BATCH-6698
79.16,118.06,46.17,2025-01-12 10:30:00,Approved,BATCH-5461
73.46,128.7,50.34,2025-01-12 10:45:00,Approved,BATCH-4285
79.98,109.4,55.14,2025-01-12 11:00:00,Approved,BATCH-1625
41.04,132.83,52.51,2025-01-12 11:15:00,Approved,BATCH-5556
90.88,144.74,51.24,2025-01-12 11:30:00,Approved,BATCH-6043
68.6,136.06,50.39,2025-01-12 11:45:00,Approved,BATCH-9257
81.08,109.06,52.0,2025-01-12 12:00:00,Approved,BATCH-2309
59.6,125.42,51.01,2025-01-12 12:15:00,Approved,BATCH-7825
76.13,100.6,44.85,2025-01-12 12:30:00,Approved,BATCH-4446
59.47,128.59,50.23,2025-01-12 12:45:00,Approved,BATCH-3104
63.76,126.76,44.63,2025-01-12 13:00:00,Approved,BATCH-3189
89.14,91.95,50.41,2025-01-12 13:15:00,Approved,BATCH-6328
68.09,102.57,47.6,2025-01-12 13:30:00,Approved,BATCH-3770
72.17,115.75,62.7,2025-01-12 13:45:00,Approved,BATCH-6350
78.7,115.49,49.8,2025-01-12 14:00:00,Approved,BATCH-8515
74.96,101.86,42.98,2025-01-12 14:15:00,Approved,BATCH-4867
71.5,125.83,49.33,2025-01-12 14:30:00,Approved,BATCH-4261
73.65,123.77,52.6,2025-01-12 14:45:00,Approved,BATCH-5227
94.03,117.09,58.37,2025-01-12 15:00:00,Approved,BATCH-4650
69.42,108.66,47.05,2025-01-12 15:15:00,Approved,BATCH-3195
72.01,135.73,42.09,2025-01-12 15:30:00,Approved,BATCH-3513
80.51,144.83,54.08,2025-01-12 15:45:00,Approved,BATCH-8064
81.06,112.75,43.1,2025-01-12 16:00:00,Approved,BATCH-2562
81.87,110.82,47.82,2025-01-12 16:15:00,Approved,BATCH-4175
76.39,127.37,48.71,2025-01-12 16:30:00,Approved,BATCH-3415
58.57,114.63,49.65,2025-01-12 16:45:00,Approved,BATCH-1994
